id,analyzed_post_id,text,sentiment,confidence,created_at,updated_at
72,45,... ...,positive,0.37722,2014-03-22 21:23:15 UTC,2014-03-22 21:23:15 UTC
73,46,JamiieLiindsay my niggas,positive,0.317604,2014-03-22 21:23:15 UTC,2014-03-22 21:23:15 UTC
74,47,Happy Birthday bro,positive,0.895948,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
75,48,ur twitter,negative,-0.678702,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
76,48,Nadine,negative,-0.678702,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
77,49,blast,positive,0.324847,2014-03-22 21:23:16 UTC,2014-03-22 21:23:16 UTC
79,50,troubles,negative,-0.830114,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
80,52,time,positive,0.854551,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
81,52,people,positive,0.854551,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
82,53,night haha peace,positive,0.963018,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
83,53,goodnight,positive,0.963018,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
84,53,out ️,positive,0.963018,2014-03-22 21:23:17 UTC,2014-03-22 21:23:17 UTC
85,54,money sucks,negative,-0.824812,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
86,55,leg,negative,-0.333772,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
87,55,kassyyyyvelasco,positive,0.536078,2014-03-22 21:23:18 UTC,2014-03-22 21:23:18 UTC
88,57,gim,positive,0.262388,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
89,57,real life,positive,0.54057,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
90,57,http://t.co/rUIT6eQX3w,positive,0.262388,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
91,59,Dre,negative,-0.753291,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
92,59,Liv,positive,0.484529,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
93,59,amp,positive,0.484529,2014-03-22 21:23:19 UTC,2014-03-22 21:23:19 UTC
94,62,love,positive,0.712743,2014-03-22 21:23:20 UTC,2014-03-22 21:23:20 UTC
95,64,Guys,negative,-0.607256,2014-03-22 21:23:21 UTC,2014-03-22 21:23:21 UTC
96,65,Katherine_fish7 id,positive,0.500352,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
97,66,nude pic,negative,-0.529574,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
98,66,Omg,negative,-0.529574,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
99,66,guy,negative,-0.529574,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
100,66,opinion,negative,-0.529574,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
102,67,Caldwell,positive,0.467845,2014-03-22 21:23:30 UTC,2014-03-22 21:23:30 UTC
103,68,bout,negative,-0.735346,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
104,68,jessiekwoun,negative,-0.735346,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
105,70,inception,positive,0.636142,2014-03-22 21:23:31 UTC,2014-03-22 21:23:31 UTC
106,71,sadie_amelia,positive,0.590297,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
107,72,sadie_amelia,positive,0.693562,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
108,72,friends,positive,0.693562,2014-03-22 21:23:32 UTC,2014-03-22 21:23:32 UTC
109,75,friendship,negative,-0.876269,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
110,75,exam,negative,-0.876269,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
111,76,chill,positive,0.512412,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
112,77,Wisconsin,negative,-0.495704,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
113,77,Lol,positive,0.331298,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
114,77,ASU,negative,-0.495704,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
115,77,girls,negative,-0.495704,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
116,77,youguyspartyharder,positive,0.331298,2014-03-22 21:23:33 UTC,2014-03-22 21:23:33 UTC
117,78,Inception,positive,0.32263,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
118,79,Didnt,negative,-0.628161,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
119,80,sowwwy,negative,-0.338395,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
120,81,Chicken,positive,0.450416,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
121,81,Cow,positive,0.450416,2014-03-22 21:23:34 UTC,2014-03-22 21:23:34 UTC
122,82,ah sorry love,negative,-0.524725,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
123,82,somebody,negative,-0.524725,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
124,84,timing,positive,0.806888,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
125,84,alexxxhamm,positive,0.806888,2014-03-22 21:23:35 UTC,2014-03-22 21:23:35 UTC
126,85,ima throw,negative,-0.556145,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
127,86,text lol,positive,0.559824,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
128,86,alexxxhamm,positive,0.559824,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
129,88,http://t.co/Qo7KLTav9b,negative,-0.717999,2014-03-22 21:23:36 UTC,2014-03-22 21:23:36 UTC
130,89,Baers Den,negative,-0.581929,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
131,89,parallel parking,negative,-0.581929,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
132,89,ppl,negative,-0.581929,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
133,89,fun,negative,-0.581929,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
134,90,happiness,positive,0.535046,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
135,91,high school,negative,-0.572489,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
136,91,fuckwit,negative,-0.572489,2014-03-22 21:23:37 UTC,2014-03-22 21:23:37 UTC
137,92,real degree,negative,-0.24573,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
138,92,senior pictures,negative,-0.50847,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
139,92,College,negative,-0.24573,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
140,94,gills,negative,-0.453406,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
141,95,oatmeal,positive,0.38389,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
142,95,maplebrownsugar,positive,0.38389,2014-03-22 21:23:38 UTC,2014-03-22 21:23:38 UTC
143,97,lol,positive,0.481232,2014-03-22 21:23:39 UTC,2014-03-22 21:23:39 UTC
144,97,people,positive,0.481232,2014-03-22 21:23:39 UTC,2014-03-22 21:23:39 UTC
145,98,petty high school,negative,-0.38509,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
146,98,haha,negative,-0.38509,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
147,98,arguments,negative,-0.38509,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
148,100,girls,negative,-0.761494,2014-03-22 21:23:40 UTC,2014-03-22 21:23:40 UTC
149,102,elevator,negative,-0.366409,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
150,103,poor bed,negative,-0.872504,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
151,103,sleepoverzzz,negative,-0.872504,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
152,104,Netflix,positive,0.766351,2014-03-22 21:23:41 UTC,2014-03-22 21:23:41 UTC
153,105,Cool UT,positive,0.423556,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
154,106,ocallagay,positive,0.368207,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
155,108,college cause Thursdays,positive,0.624877,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
156,108,night woooooo,positive,0.624877,2014-03-22 21:23:42 UTC,2014-03-22 21:23:42 UTC
157,110,JaayAndy,positive,0.678967,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
158,110,supadwunk,positive,0.678967,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
159,111,cure,negative,-0.66697,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
160,111,cause,negative,-0.66697,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
161,112,cue,negative,-0.549305,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
162,112,head,negative,-0.549305,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
163,112,table,negative,-0.549305,2014-03-22 21:23:43 UTC,2014-03-22 21:23:43 UTC
164,113,close best friend,negative,-0.905702,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
165,115,Somebody,positive,0.454462,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
166,115,good movie,positive,0.454462,2014-03-22 21:23:44 UTC,2014-03-22 21:23:44 UTC
167,116,sillyyyliiilly VEGAS+ shopping,positive,0.808246,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
168,116,local deals,positive,0.808246,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
169,116,omg,positive,0.808246,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
170,116,spa,positive,0.808246,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
171,117,kitten,positive,0.790085,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
172,117,kaywrennn,positive,0.790085,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
174,118,temporary friends,negative,-0.642159,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
175,118,ppl,negative,-0.642159,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
176,118,qualities,negative,-0.642159,2014-03-22 21:23:45 UTC,2014-03-22 21:23:45 UTC
177,119,eyes,positive,0.243158,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
178,119,bags,positive,0.243158,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
179,120,ThoughtsofCole @ JohnJohnsJuice,negative,-0.420987,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
181,121,way,negative,-0.451719,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
182,121,lmao,positive,0.327702,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
183,122,Luuusay,negative,-0.546339,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
184,122,niggas,negative,-0.546339,2014-03-22 21:23:46 UTC,2014-03-22 21:23:46 UTC
185,123,lolol,negative,-0.397085,2014-03-22 21:23:47 UTC,2014-03-22 21:23:47 UTC
187,127,random blue underwear,negative,-0.202572,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
188,127,Live,negative,-0.202572,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
189,127,floor,negative,-0.202572,2014-03-22 21:23:48 UTC,2014-03-22 21:23:48 UTC
190,130,great relief,positive,0.601577,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
191,131,pic ASAP Hannah,positive,0.320786,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
192,131,HannahBoxerman SNAP,positive,0.320786,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
193,132,Fuckkkkk Hester,negative,-0.642085,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
194,132,Falcons,negative,-0.642085,2014-03-22 21:23:49 UTC,2014-03-22 21:23:49 UTC
195,134,cedarsugar http://t.co/rcoOJQncIP,positive,0.368207,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
196,135,phon http://t.co/5lxS77QTdt,negative,-0.226019,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
197,135,pics,negative,-0.226019,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
198,135,nigga,negative,-0.226019,2014-03-22 21:23:50 UTC,2014-03-22 21:23:50 UTC
199,139,Silk boxers,positive,0.735412,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
200,139,best investment,positive,0.735412,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
201,140,brow,positive,0.364257,2014-03-22 21:23:51 UTC,2014-03-22 21:23:51 UTC
202,142,Jk Kim,positive,0.35131,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
203,143,Nolaylay20,positive,0.518177,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
204,143,hedoesknowit,positive,0.518177,2014-03-22 21:23:52 UTC,2014-03-22 21:23:52 UTC
205,145,breakin my heart,positive,0.74269,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
206,145,ahhh,positive,0.74269,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
207,145,Wish,negative,-0.312962,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
208,145,man,positive,0.74269,2014-03-22 21:23:53 UTC,2014-03-22 21:23:53 UTC
209,147,Wide awake,negative,-0.360605,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
210,148,lem,negative,-0.602712,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
211,148,selfie,negative,-0.602712,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
213,150,boys pls,negative,-0.338432,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
214,150,friends,negative,-0.338432,2014-03-22 21:23:54 UTC,2014-03-22 21:23:54 UTC
215,152,orgasms,positive,0.367932,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
216,152,Opinions,positive,0.367932,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
217,153,wonderful thing,positive,0.862061,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
218,153,Communication,positive,0.862061,2014-03-22 21:23:55 UTC,2014-03-22 21:23:55 UTC
219,154,Nice,positive,0.764654,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
220,154,ya,positive,0.764654,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
221,154,Sabrinerrrr,positive,0.764654,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
222,154,TrueStory,positive,0.764654,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
223,156,jacket,positive,0.409371,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
224,156,polo,positive,0.409371,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
225,156,yungballzach,positive,0.409371,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
226,157,comment http://t.co/GQQiuLdHSi,positive,0.437722,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
227,157,lmaooo look,positive,0.437722,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
228,157,kymberleexo,positive,0.437722,2014-03-22 21:23:56 UTC,2014-03-22 21:23:56 UTC
229,158,KKylie1 things,negative,-0.224657,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
230,158,respect,negative,-0.717319,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
231,158,guys,negative,-0.224657,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
232,160,couch,positive,0.64904,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
233,160,tacobell,positive,0.238557,2014-03-22 21:23:57 UTC,2014-03-22 21:23:57 UTC
234,162,nice abs,negative,-0.259499,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
235,162,jk,negative,-0.500295,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
236,162,allenjpatrick,positive,0.536078,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
237,163,dock,negative,-0.450291,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
238,163,feet,negative,-0.450291,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
239,163,end,negative,-0.450291,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
240,163,water,negative,-0.450291,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
241,164,asshole huh,negative,-0.814684,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
242,164,roommate,negative,-0.814684,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
243,164,mattress,negative,-0.341473,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
244,164,beds,negative,-0.814684,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
245,164,BerkleyKersch,negative,-0.341473,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
246,164,story,negative,-0.341473,2014-03-22 21:23:58 UTC,2014-03-22 21:23:58 UTC
247,165,MANofthYEAR batman,positive,0.653043,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
248,166,good note,positive,0.62566,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
249,166,Saw,positive,0.62566,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
250,166,Bridget_Crowley,positive,0.62566,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
251,166,HockeyBuds,positive,0.238557,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
252,167,Lol jk,negative,-0.23133,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
253,167,allenjpatrick hahah Shhhh,positive,0.912783,2014-03-22 21:23:59 UTC,2014-03-22 21:23:59 UTC
254,170,omg,negative,-0.712572,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
255,171,night,negative,-0.484793,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
256,171,problem,negative,-0.698454,2014-03-22 21:24:00 UTC,2014-03-22 21:24:00 UTC
257,172,favorite side nihh,positive,0.654817,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
258,172,girlfriends,positive,0.654817,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
259,173,allenjpatrick hahaha,positive,0.736962,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
260,173,Jk,positive,0.326765,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
261,173,guys,negative,-0.36226,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
262,173,guy,negative,-0.36226,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
263,173,Why,negative,-0.483424,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
264,174,Katherine_fish7,negative,-0.758799,2014-03-22 21:24:01 UTC,2014-03-22 21:24:01 UTC
265,177,cool kids,positive,0.725138,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
266,177,game,positive,0.725138,2014-03-22 21:24:02 UTC,2014-03-22 21:24:02 UTC
267,178,life,positive,0.332338,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
268,178,Hope,positive,0.57126,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
269,179,Austrian boys,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
270,179,Goosee,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
271,179,Tasha,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
272,179,damn,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
273,179,bottle,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
274,179,German,positive,0.351736,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
275,180,tremendous leadership,positive,0.861337,2014-03-22 21:24:03 UTC,2014-03-22 21:24:03 UTC
